ID,ObjectType,Rate,Metatitle,CitesNum,CitedByNum,AppearsInNum,URL
SCP-1024,Safe,+171,The Basic Set,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1024
SCP-1030,Euclid,+277,Anything Golem,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1030
SCP-1032,Euclid,+537,The Prediction Clock,3,5,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1032
SCP-1048,Keter,+1281,Builder Bear,1,7,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1048
SCP-1050,Safe,+611,Obsidian Obelisk of Warning,0,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1050
SCP-1054,Safe,+180,The 'Garden' Gnome,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1054
SCP-1056,Safe,+182,Re-size It!,0,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1056
SCP-1057,Safe,+719,Absence of Shark,0,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1057
SCP-1063,Euclid,+229,Freiherr von Schwarzwald,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1063
SCP-1139,Euclid,+233,The Broken Tongue,4,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1139
SCP-1173,Euclid,+718,The Islamic Republic of Eastern Samothrace,1,4,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1173
SCP-1192,Euclid,+561,"""Timmy""",0,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1192
SCP-1216,Safe,+147,Pyrami,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1216
SCP-1230,Safe,+1260,A Hero is Born,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1230
SCP-1237,Keter,+418,The Epsilon Wave,1,5,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1237
SCP-1238,Keter,+212,Tunnelfish,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1238
SCP-1265,Euclid,+262,The Mesozoic Preserve,2,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1265
SCP-1284,Euclid,+218,The Moon's Child Bride,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1284
SCP-1285,Safe,+69,The Wooden Movie Prop,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1285
SCP-1304,Euclid,+359,Metafictional Rebirth Ritual,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1304
SCP-1313,Keter,+565,Solve for Bear,2,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1313
SCP-1317,Safe,+107,Factory Makeup,2,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1317
SCP-1322,Keter,+966,Glory Hole,1,5,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1322
SCP-1328,Euclid,+43,51st State of Mind,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1328
SCP-1337,Euclid,+395,The Hitchhiker,3,6,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1337
SCP-1360,Euclid,+437,PSHUD #31,2,9,31,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1360
SCP-1361,Safe,+164,Animal By-Product,0,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1361
SCP-1364,Safe,+284,Ultra-Vulnerable Mammal,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1364
SCP-1370,Safe,+1192,Pesterbot,0,2,12,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1370
SCP-1380,Euclid,+135,Room #16,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1380
SCP-1422,Neutralized,+571,The Yellowstone Anomaly,3,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1422
SCP-1424,Safe,+239,Patches,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1424
SCP-1425,Safe,+1090,Star Signals,2,15,11,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1425
SCP-1427,Keter,+407,Extinguishing Stele,0,8,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1427
SCP-1428,Keter,+251,Jinwu,0,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1428
SCP-1429,Euclid,+120,Organoid Organisms,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1429
SCP-1437,Safe,+1120,A Hole to Another Place,1,8,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1437
SCP-1459,Safe,+612,The Puppy Machine,19,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1459
SCP-1480,Safe,+214,Bus #64,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1480
SCP-1498,Euclid,+262,Dial-A-Dream,5,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1498
SCP-1505,Keter,+172,Paradoxical Avian Propagation,2,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1505
SCP-1507,Euclid,+263,Pink Flamingos,3,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1507
SCP-1513,Safe,+215,Potted Pets,4,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1513
SCP-1523,Safe,+301,Soul Brother,2,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1523
SCP-1539,Safe,+505,Semantic Dissociator,0,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1539
SCP-1548,Keter,+337,"The Star, the Hateful",5,5,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1548
SCP-1557,Safe,+272,Giraffe Hell,0,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1557
SCP-1564,Euclid,+217,Post-Nibbanic,4,3,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1564
SCP-1576,Euclid,+37,Edisonian Afterlife Communicator,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1576
SCP-1591,Keter,+233,Fallen Star,2,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1591
SCP-1609,Euclid,+930,The Remains of a Chair,0,4,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1609
SCP-1654,Others,+79,Tuned to a Dead Channel,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1654
SCP-1679,Euclid,+335,Post-Mortem Peoples' Choice,1,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1679
SCP-1680,Euclid,+234,Tyler,4,6,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1680
SCP-1719,Euclid,+352,The Harrison-Grey Effect,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1719
SCP-1726,Euclid,+260,The Library and the Pillar,0,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1726
SCP-1727,Safe,+143,Auto-Heaven,3,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1727
SCP-1730,Neutralized,+1980,What Happened to Site-13?,4,9,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1730
SCP-1738,Safe,+85,Phobia Sampler,5,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1738
SCP-1740,Safe,+148,Playgrounded,4,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1740
SCP-1746,Euclid,+253,Anomalous Weather Pattern,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1746
SCP-1762,Neutralized,+1195,Where The Dragons Went,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1762
SCP-1763,Safe,+183,Found Space Theatre,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1763
SCP-1770,Euclid,+114,The Maker of Chains,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1770
SCP-1780,Safe,+402,The Temporal Anomalies Department,8,17,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1780
SCP-1781,Safe,+297,The Moonlight Theater,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1781
SCP-1782,Euclid,+449,Tabula Rasa,2,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1782
SCP-1799,Safe,+448,Mr. Laugh,19,14,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1799
SCP-1801,Keter,+123,Sharing Sickness,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1801
SCP-1802,Safe,+482,"""Skip""",2,2,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1802
SCP-1812,Keter,+409,Extralunar Meme,0,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1812
SCP-1833,Safe,+384,Class of '76,5,4,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1833
SCP-1837,Safe,+114,Acid Mop,5,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1837
SCP-1844,Euclid,+342,"Crater at 31.7███° N, 35.1███° E",3,6,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1844
SCP-1845,Safe,+529,Animal Kingdom,1,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1845
SCP-1850,Safe,+286,Accipiter sopwithii,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1850
SCP-1853,Safe,+63,Performance Enhancer,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1853
SCP-1867,Safe,+1010,A Gentleman,0,6,16,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1867
SCP-1872,Safe,+186,Vehicular Lazer Pointer,4,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1872
SCP-1875,Euclid,+775,Antique Chess Computer,0,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1875
SCP-1881,Safe,+169,Arcade Machine,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1881
SCP-1890,Safe,+109,The Family Photo Album,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1890
SCP-1891,Safe,+116,Constructeur,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1891
SCP-1894,Safe,+60,Crash Course Diet,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1894
SCP-1896,Safe,+136,The Family Tire Swing,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1896
SCP-1903,Euclid,+431,Jackie's Secret,1,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1903
SCP-1908,Euclid,+180,Mr. Soap,19,14,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1908
SCP-1915,Euclid,+386,Status Quo,0,5,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1915
SCP-1916,Safe,+213,Zero-Gee-Whiz! Moon Rocks™,0,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1916
SCP-1920,Safe,+128,Turbine of the Future!,4,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1920
SCP-1921,Safe,+402,Black Cotton Candy,0,5,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1921
SCP-1928,Safe,+113,The Family Banjo,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1928
SCP-1933,Safe,+184,Baileys Santa,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1933
SCP-1940,Euclid,+96,The Anywhere Store,4,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1940
SCP-1972,Euclid,+409,The Whore and the Cop,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1972
SCP-1981,Safe,+1963,"""RONALD REAGAN CUT UP WHILE TALKING""",0,2,14,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1981
SCP-1984,Keter,+394,Dead Hand,0,5,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1984
SCP-1985,Euclid,+294,Recovered K-Class Scenario Research Device,13,2,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1985
SCP-1986,Safe,+548,Imaginary Library,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series2.html#scp-1986
SCP-2000,Thaumiel,+1847,Deus Ex Machina,8,42,32,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2000
SCP-2003,Thaumiel,+664,Preferred Option,1,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2003
SCP-2006,Keter,+1489,Too Spooky,2,5,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2006
SCP-2028,Safe,+199,Nightmare Snow Globes,1,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2028
SCP-2030,Keter,+1248,LA U GH IS F UN,3,6,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2030
SCP-2050,Safe,+171,Sciurine Crusaders,3,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2050
SCP-2057,Safe,+206,You Are What You Eat,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2057
SCP-2075,Keter,+390,The Way of All Flesh,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2075
SCP-2076,Keter,+306,"""Shooting Yourself Can Increase Your Bullet Resistance""",0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2076
SCP-2077,Keter,+147,Miracle Stuff,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2077
SCP-2082,Neutralized,+179,Elephas cryophilus,5,7,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2082
SCP-2095,Safe,+304,The Siege of Gyaros,1,3,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2095
SCP-2096,Euclid,+66,Elder Care,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2096
SCP-2101,Euclid,+181,The Imperial Army,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2101
SCP-2106,Safe,+254,A Conspiracy of Ravens,3,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2106
SCP-2117,Thaumiel,+185,"Solidarity, Stolen",1,5,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2117
SCP-2126,Safe,+126,Letter from Grandma,5,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2126
SCP-2136,Neutralized,+263,An Utterly Driven Scientist,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2136
SCP-2140,Thaumiel,+340,Retroconverter,5,14,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2140
SCP-2148,Euclid,+161,Mr. Stripes,20,15,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2148
SCP-2155,Euclid,+86,The Mexica Government in Exile,0,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2155
SCP-2167,Euclid,+38,Demon Gate Amplifier,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2167
SCP-2195,Safe,+188,Sons of the Nation,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2195
SCP-2200,Keter,+348,Soulberg,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2200
SCP-2206,Euclid,+442,Maximum League Baseball,1,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2206
SCP-2217,Thaumiel,+542,Hammer and Anvil,4,6,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2217
SCP-2218,Euclid,+95,If I Only Had a Brain,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2218
SCP-2226,Euclid,+118,Annihilation,5,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2226
SCP-2232,Safe,+305,Birdphone. Think Different.,4,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2232
SCP-2236,Safe,+155,Optical Instrument,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2236
SCP-2264,Safe,+649,In the Court of Alagadda,1,7,17,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2264
SCP-2273,Euclid,+528,"Major Alexei Belitrov, of the Red Army's 22nd Armored Infantry Division",2,5,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2273
SCP-2282,Neutralized,+306,Goat.,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2282
SCP-2284,Euclid,+258,Mr. Lie,22,17,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2284
SCP-2287,Safe,+214,Mr. Headless,19,16,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2287
SCP-2289,Euclid,+210,The Devils' Eyes,5,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2289
SCP-2293,Keter,+310,An Inside Joke,1,3,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2293
SCP-2295,Safe,+813,The Bear with a Heart of Patchwork,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2295
SCP-2305,Safe,+295,great ideas that are TOTALY USELESS (lulz),65,8,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2305
SCP-2316,Keter,+1264,Field Trip,4,7,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2316
SCP-2317,Keter,+2023,A Door to Another World,4,16,17,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2317
SCP-2336,Keter,+181,The Word,2,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2336
SCP-2337,Euclid,+605,"""Dr. Spanko""",0,7,13,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2337
SCP-2350,Keter,+199,From the Mind of Malinalxochitl,4,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2350
SCP-2362,Keter,+146,Not a Planet,5,6,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2362
SCP-2372,Safe,+116,Soulmates,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2372
SCP-2378,Euclid,+60,Tissue Dome,3,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2378
SCP-2395,Euclid,+97,$585.98,5,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2395
SCP-2396,Euclid,+173,Ms. Sweetie,19,17,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2396
SCP-2399,Keter,+791,A Malfunctioning Destroyer,4,5,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2399
SCP-2400,Thaumiel,+243,Temporal Dilation Facility,1,9,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2400
SCP-2404,Euclid,+162,Enki & Enki,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2404
SCP-2408,Keter,+298,Orok's Fall,1,8,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2408
SCP-2417,Safe,+196,"Gods, the Universes, and Origami",8,3,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2417
SCP-2419,Euclid,+446,The Laughing Men,1,4,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2419
SCP-2424,Euclid,+361,Hostile Walrus Cyborg research ongoing,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2424
SCP-2428,Safe,+253,Mr. Mad,20,15,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2428
SCP-2431,Safe,+40,1000 Prion Cranes,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2431
SCP-2433,Euclid,+250,This definitely does not help Bernie Sanders,0,3,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2433
SCP-2439,Keter,+965,[SLOT UNALLOCATED],2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2439
SCP-2453,Euclid,+138,Pregnancy Test,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2453
SCP-2458,Safe,+132,Music Hath Charms,2,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2458
SCP-2460,Keter,+364,Dark Satellite,3,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2460
SCP-2463,Safe,+48,An Emperor's Debt,3,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2463
SCP-2467,Keter,+165,A Sum Greater Than Its Parts,0,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2467
SCP-2476,Euclid,+58,I Didn't Expect That,18,14,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2476
SCP-2480,Neutralized,+539,An Unfinished Ritual,3,4,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2480
SCP-2481,Euclid,+295,Kill the Suns,4,5,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2481
SCP-2490,Keter,+208,Chaos Insurgency Special Operative Alpha-19,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2490
SCP-2498,Neutralized,+200,The Rainbow Body,5,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2498
SCP-2511,Euclid,+144,Kappa Population Distribution: More in Mongolia than anywhere else,3,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2511
SCP-2521,Keter,+4404,●●|●●●●●|●●|●,0,7,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2521
SCP-2522,Euclid,+261,hatbot.aic,4,2,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2522
SCP-2527,Safe,+193,Massy's Big Chance,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2527
SCP-2539,Euclid,+209,Highway to Hell,0,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2539
SCP-2547,Keter,+370,Dog Days Of Summer,1,6,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2547
SCP-2562,Euclid,+138,RTFM,19,14,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2562
SCP-2578,Keter,+352,"""This Machine Kills Fascists""",4,8,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2578
SCP-2586,Euclid,+153,That's Not My Name,19,16,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2586
SCP-2599,Euclid,+646,Not Good Enough,3,5,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2599
SCP-2602,Others,+876,Exbibliothetic,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2602
SCP-2608,Safe,+75,Anomalous Indicator Species,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2608
SCP-2610,Neutralized,+300,Procreation,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2610
SCP-2614,Safe,+447,Sometimes I Go Out In Pity For Myself,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2614
SCP-2617,Safe,+128,Winter Battalion Command,114,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2617
SCP-2634,Keter,+138,A Higher Power,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2634
SCP-2635,Euclid,+233,Hot Potato,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2635
SCP-2639,Euclid,+570,Video Game Violence,1,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2639
SCP-2649,Euclid,+111,Multidimensional Ceramic Omnivore,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2649
SCP-2651,Safe,+85,Gazing Upon a Failed Future,8,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2651
SCP-2660,Euclid,+262,An object that removes darkness,2,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2660
SCP-2664,Neutralized,+292,Redline,3,7,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2664
SCP-2669,Keter,+604,Khevtuul 1,3,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2669
SCP-2672,Safe,+65,Baby Monitor,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2672
SCP-2677,Keter,+132,Obfuscation,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2677
SCP-2684,Safe,+104,Where's the Beach?,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2684
SCP-2686,Euclid,+307,Moon Wizard,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2686
SCP-2695,Safe,+98,Lucibelle Perhacs,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2695
SCP-2700,Keter,+526,Teleforce,0,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2700
SCP-2707,Euclid,+95,The Ratatoskr Lineage,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2707
SCP-2711,Safe,+142,定海神针 如意金箍棒,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2711
SCP-2718,Others,+1104,What Happens After,0,7,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2718
SCP-2719,Keter,+617,Inside,0,12,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2719
SCP-2731,Euclid,+250,When Hell Freezes Over,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2731
SCP-2736,Neutralized,+201,The Age of Nixon,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2736
SCP-2742,Euclid,+80,Caelivorous Remnants,6,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2742
SCP-2746,Euclid,+352,████ is dead.,1,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2746
